No.     Time           Source                Destination           Protocol Info
   1309 15.615877      42.62.69.169          172.17.32.142         TCP      https(443) → 50174 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425058242 TSecr=502932902
   1310 15.617973      172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
   1311 15.666838      42.62.69.169          172.17.32.142         TCP      https(443) → 50175 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425058293 TSecr=502932952
   1312 15.666847      42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
   1313 15.666849      42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
   1314 15.666904      42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
   1315 15.666906      42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
   1316 15.666966      172.17.32.142         42.62.69.169          TCP      50175 → https(443) [ACK] Seq=176 Ack=2897 Win=128864 Len=0 TSval=502933000 TSecr=3425058294
   1317 15.666968      172.17.32.142         42.62.69.169          TCP      50175 → https(443) [ACK] Seq=176 Ack=4913 Win=126848 Len=0 TSval=502933000 TSecr=3425058294
   1318 15.667038      172.17.32.142         42.62.69.169          TCP      [TCP Window Update] 50175 → https(443) [ACK] Seq=176 Ack=4913 Win=131072 Len=0 TSval=502933000 TSecr=3425058294
   1319 15.686380      172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
   1320 15.735242      42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
   1321 15.735335      172.17.32.142         42.62.69.169          TLSv1.2  Application Data
   1322 15.782973      42.62.69.169          172.17.32.142         TLSv1.2  Application Data
   1323 15.782980      42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
   1324 15.783077      172.17.32.142         42.62.69.169          TCP      50175 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502933113 TSecr=3425058410
   1325 15.783078      172.17.32.142         42.62.69.169          TCP      50175 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502933113 TSecr=3425058410
   1326 15.786239      172.17.32.142         42.62.69.169          TCP      50175 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502933116 TSecr=3425058410
   1327 15.789969      172.17.32.142         42.62.69.169          TCP      50176 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502933119 TSecr=0 SACK_PERM=1
   1328 15.833801      42.62.69.169          172.17.32.142         TCP      https(443) → 50175 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425058461 TSecr=502933116
   1329 15.834409      42.62.69.169          172.17.32.142         TCP      https(443) → 50176 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425058468 TSecr=502933119 WS=512
   1330 15.834498      172.17.32.142         42.62.69.169          TCP      50176 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502933162 TSecr=3425058468
   1331 15.837892      172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
   1332 15.888200      42.62.69.169          172.17.32.142         TCP      https(443) → 50176 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425058515 TSecr=502933166
   1333 15.889372      42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
   1334 15.889377      42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
   1335 15.889378      42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
   1336 15.889379      42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
   1337 15.889456      172.17.32.142         42.62.69.169          TCP      50176 → https(443) [ACK] Seq=176 Ack=2897 Win=128864 Len=0 TSval=502933217 TSecr=3425058517
   1338 15.889457      172.17.32.142         42.62.69.169          TCP      50176 → https(443) [ACK] Seq=176 Ack=4913 Win=126848 Len=0 TSval=502933217 TSecr=3425058517
   1339 15.889510      172.17.32.142         42.62.69.169          TCP      [TCP Window Update] 50176 → https(443) [ACK] Seq=176 Ack=4913 Win=131072 Len=0 TSval=502933217 TSecr=3425058517
   1340 15.933295      172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
   1341 15.986898      42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
   1342 15.987069      172.17.32.142         42.62.69.169          TLSv1.2  Application Data
   1343 16.040149      42.62.69.169          172.17.32.142         TLSv1.2  Application Data
   1344 16.040162      42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
   1345 16.040302      172.17.32.142         42.62.69.169          TCP      50176 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502933364 TSecr=3425058665
   1346 16.040304      172.17.32.142         42.62.69.169          TCP      50176 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502933364 TSecr=3425058665
   1347 16.043253      172.17.32.142         42.62.69.169          TCP      50176 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502933366 TSecr=3425058665
   1348 16.047788      172.17.32.142         42.62.69.169          TCP      50177 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502933369 TSecr=0 SACK_PERM=1
   1349 16.095742      42.62.69.169          172.17.32.142         TCP      https(443) → 50176 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425058721 TSecr=502933366
   1350 16.097663      42.62.69.169          172.17.32.142         TCP      https(443) → 50177 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425058725 TSecr=502933369 WS=512
   1351 16.097731      172.17.32.142         42.62.69.169          TCP      50177 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502933419 TSecr=3425058725
   1352 16.099533      172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
   1353 16.155327      42.62.69.169          172.17.32.142         TCP      https(443) → 50177 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425058777 TSecr=502933420
   1354 16.155334      42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
   1355 16.155336      42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
   1356 16.155337      42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
   1357 16.155339      42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
   1358 16.155446      172.17.32.142         42.62.69.169          TCP      50177 → https(443) [ACK] Seq=176 Ack=2897 Win=128864 Len=0 TSval=502933475 TSecr=3425058779
   1359 16.155447      172.17.32.142         42.62.69.169          TCP      50177 → https(443) [ACK] Seq=176 Ack=4913 Win=126848 Len=0 TSval=502933475 TSecr=3425058779
   1360 16.155500      172.17.32.142         42.62.69.169          TCP      [TCP Window Update] 50177 → https(443) [ACK] Seq=176 Ack=4913 Win=131072 Len=0 TSval=502933475 TSecr=3425058779
   1361 16.173628      172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
   1362 16.228909      42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
   1363 16.229022      172.17.32.142         42.62.69.169          TLSv1.2  Application Data
   1364 16.282704      42.62.69.169          172.17.32.142         TLSv1.2  Application Data
   1365 16.282712      42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
   1366 16.282820      172.17.32.142         42.62.69.169          TCP      50177 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502933601 TSecr=3425058906
   1367 16.282821      172.17.32.142         42.62.69.169          TCP      50177 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502933601 TSecr=3425058906
   1368 16.285643      172.17.32.142         42.62.69.169          TCP      50177 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502933603 TSecr=3425058906
   1369 16.288743      172.17.32.142         42.62.69.169          TCP      50178 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502933606 TSecr=0 SACK_PERM=1
   1370 16.338337      42.62.69.169          172.17.32.142         TCP      https(443) → 50177 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425058964 TSecr=502933603
   1371 16.338814      42.62.69.169          172.17.32.142         TCP      https(443) → 50178 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425058966 TSecr=502933606 WS=512
   1372 16.338908      172.17.32.142         42.62.69.169          TCP      50178 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502933655 TSecr=3425058966
   1373 16.341735      172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
   1374 16.415964      42.62.69.169          172.17.32.142         TCP      https(443) → 50178 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425059019 TSecr=502933658
   1375 16.415970      42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
   1376 16.415973      42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
   1377 16.416033      42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
   1378 16.416036      42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
   1379 16.416082      172.17.32.142         42.62.69.169          TCP      50178 → https(443) [ACK] Seq=176 Ack=2897 Win=128864 Len=0 TSval=502933732 TSecr=3425059021
   1380 16.416116      172.17.32.142         42.62.69.169          TCP      50178 → https(443) [ACK] Seq=176 Ack=4913 Win=126848 Len=0 TSval=502933732 TSecr=3425059021
   1381 16.416181      172.17.32.142         42.62.69.169          TCP      [TCP Window Update] 50178 → https(443) [ACK] Seq=176 Ack=4913 Win=131072 Len=0 TSval=502933732 TSecr=3425059021
   1382 16.438146      172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
   1383 16.495926      42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
   1384 16.496007      172.17.32.142         42.62.69.169          TLSv1.2  Application Data
   1385 16.548032      42.62.69.169          172.17.32.142         TLSv1.2  Application Data
   1386 16.548040      42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
   1387 16.548136      172.17.32.142         42.62.69.169          TCP      50178 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502933863 TSecr=3425059174
   1388 16.548137      172.17.32.142         42.62.69.169          TCP      50178 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502933863 TSecr=3425059174
   1389 16.551608      172.17.32.142         42.62.69.169          TCP      50178 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502933866 TSecr=3425059174
   1390 16.554387      172.17.32.142         42.62.69.169          TCP      50179 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502933868 TSecr=0 SACK_PERM=1
   1391 16.604057      42.62.69.169          172.17.32.142         TCP      https(443) → 50178 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425059229 TSecr=502933866
   1392 16.604061      42.62.69.169          172.17.32.142         TCP      https(443) → 50179 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425059231 TSecr=502933868 WS=512
   1393 16.604137      172.17.32.142         42.62.69.169          TCP      50179 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502933916 TSecr=3425059231
   1394 16.605970      172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
   1395 16.657711      42.62.69.169          172.17.32.142         TCP      https(443) → 50179 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425059283 TSecr=502933917
   1396 16.657717      42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
   1397 16.657719      42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
   1398 16.657796      172.17.32.142         42.62.69.169          TCP      50179 → https(443) [ACK] Seq=176 Ack=2897 Win=128864 Len=0 TSval=502933968 TSecr=3425059284
   1399 16.658862      42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
   1400 16.658867      42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
   1401 16.658927      172.17.32.142         42.62.69.169          TCP      50179 → https(443) [ACK] Seq=176 Ack=4913 Win=129056 Len=0 TSval=502933969 TSecr=3425059284
   1402 16.678906      172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
   1403 16.730118      42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
   1404 16.730198      172.17.32.142         42.62.69.169          TLSv1.2  Application Data
   1405 16.787519      42.62.69.169          172.17.32.142         TLSv1.2  Application Data
   1406 16.787525      42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
   1407 16.787613      172.17.32.142         42.62.69.169          TCP      50179 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502934095 TSecr=3425059407
   1408 16.787614      172.17.32.142         42.62.69.169          TCP      50179 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502934095 TSecr=3425059407
   1409 16.790081      172.17.32.142         42.62.69.169          TCP      50179 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502934097 TSecr=3425059407
   1410 16.793210      172.17.32.142         42.62.69.169          TCP      50180 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502934099 TSecr=0 SACK_PERM=1
   1411 16.842348      42.62.69.169          172.17.32.142         TCP      https(443) → 50179 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425059467 TSecr=502934097
   1412 16.842359      42.62.69.169          172.17.32.142         TCP      https(443) → 50180 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425059470 TSecr=502934099 WS=512
   1413 16.842518      172.17.32.142         42.62.69.169          TCP      50180 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502934148 TSecr=3425059470
   1414 16.845689      172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
   1415 16.894641      42.62.69.169          172.17.32.142         TCP      https(443) → 50180 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425059521 TSecr=502934151
   1416 16.894651      42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
   1417 16.894653      42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
   1418 16.894744      42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
   1419 16.894748      42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
   1420 16.894765      172.17.32.142         42.62.69.169          TCP      50180 → https(443) [ACK] Seq=176 Ack=2897 Win=128864 Len=0 TSval=502934199 TSecr=3425059522
   1421 16.894815      172.17.32.142         42.62.69.169          TCP      50180 → https(443) [ACK] Seq=176 Ack=4913 Win=126848 Len=0 TSval=502934199 TSecr=3425059522
   1422 16.894924      172.17.32.142         42.62.69.169          TCP      [TCP Window Update] 50180 → https(443) [ACK] Seq=176 Ack=4913 Win=131072 Len=0 TSval=502934199 TSecr=3425059522
