No.     Time           Source                Destination           Protocol Length Info
   2530 52.566383      120.24.48.119         172.16.20.51          TCP      74     cvc_hostd(442) → 44623 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846271837 TSecr=20273078 WS=128
   2531 52.581274      172.16.20.51          120.24.48.119         TCP      66     44623 → cvc_hostd(442) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20273081 TSecr=3846271837
   2532 52.604532      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   2533 52.622898      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 44623 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846271894 TSecr=20273083
   2534 52.625942      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   2535 52.625946      120.24.48.119         172.16.20.51          TLSv1.2  345    Server Key Exchange, Server Hello Done
   2536 52.642783      172.16.20.51          120.24.48.119         TCP      66     44623 → cvc_hostd(442) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20273088 TSecr=3846271896
   2537 52.642784      172.16.20.51          120.24.48.119         TCP      66     44623 → cvc_hostd(442) [ACK] Seq=223 Ack=1728 Win=93440 Len=0 TSval=20273088 TSecr=3846271896
   2538 52.675030      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   2539 52.694524      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   2540 52.694525      120.24.48.119         172.16.20.51          TLSv1.2  135    Application Data
   2541 52.742017      172.16.20.51          120.24.48.119         TCP      66     44623 → cvc_hostd(442) [ACK] Seq=349 Ack=1848 Win=93440 Len=0 TSval=20273098 TSecr=3846271965
   2542 52.742027      172.16.20.51          120.24.48.119         TLSv1.2  119    Application Data
   2543 52.800847      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 44623 [ACK] Seq=1848 Ack=402 Win=30080 Len=0 TSval=3846272071 TSecr=20273098
   2544 52.802111      172.16.20.51          120.24.48.119         TLSv1.2  264    Application Data, Application Data, Application Data, Application Data
   2545 52.821677      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 44623 [ACK] Seq=1848 Ack=600 Win=31104 Len=0 TSval=3846272091 TSecr=20273104
   2546 52.821681      120.24.48.119         172.16.20.51          TLSv1.2  221    Application Data
   2547 52.821683      120.24.48.119         172.16.20.51          TLSv1.2  716    Application Data
   2548 52.824039      172.16.20.51          120.24.48.119         TCP      66     44623 → cvc_hostd(442) [ACK] Seq=600 Ack=2003 Win=93440 Len=0 TSval=20273106 TSecr=3846272092
   2549 52.827643      172.16.20.51          120.24.48.119         TCP      66     44623 → cvc_hostd(442) [ACK] Seq=600 Ack=2653 Win=96320 Len=0 TSval=20273106 TSecr=3846272092
   2550 52.838758      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   2551 52.838762      172.16.20.51          120.24.48.119         TCP      66     44623 → cvc_hostd(442) [FIN, ACK] Seq=631 Ack=2653 Win=96320 Len=0 TSval=20273107 TSecr=3846272092
   2552 52.858565      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 44623 [FIN, ACK] Seq=2653 Ack=632 Win=31104 Len=0 TSval=3846272128 TSecr=20273107
   2553 52.866551      172.16.20.51          120.24.48.119         TCP      66     44623 → cvc_hostd(442) [ACK] Seq=632 Ack=2654 Win=96320 Len=0 TSval=20273110 TSecr=3846272128
   2554 53.071584      172.16.20.51          120.24.48.119         TCP      74     44807 → cvc_hostd(442) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20273130 TSecr=0 WS=64
   2555 53.086004      120.24.48.119         172.16.20.51          TCP      74     cvc_hostd(442) → 44807 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846272362 TSecr=20273130 WS=128
   2556 53.087900      172.16.20.51          120.24.48.119         TCP      66     44807 → cvc_hostd(442) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20273132 TSecr=3846272362
   2557 53.103052      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   2558 53.117831      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 44807 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846272393 TSecr=20273134
   2559 53.121088      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   2560 53.121092      120.24.48.119         172.16.20.51          TLSv1.2  345    Server Key Exchange, Server Hello Done
   2561 53.123429      172.16.20.51          120.24.48.119         TCP      66     44807 → cvc_hostd(442) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20273136 TSecr=3846272396
   2562 53.123435      172.16.20.51          120.24.48.119         TCP      66     44807 → cvc_hostd(442) [ACK] Seq=223 Ack=1728 Win=93440 Len=0 TSval=20273136 TSecr=3846272396
   2563 53.170382      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   2564 53.186212      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   2565 53.186215      120.24.48.119         172.16.20.51          TLSv1.2  135    Application Data
   2566 53.189260      172.16.20.51          120.24.48.119         TCP      66     44807 → cvc_hostd(442) [ACK] Seq=349 Ack=1779 Win=93440 Len=0 TSval=20273143 TSecr=3846272461
   2567 53.189289      172.16.20.51          120.24.48.119         TCP      66     44807 → cvc_hostd(442) [ACK] Seq=349 Ack=1848 Win=93440 Len=0 TSval=20273143 TSecr=3846272461
   2568 53.196419      172.16.20.51          120.24.48.119         TLSv1.2  119    Application Data
   2569 53.251149      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 44807 [ACK] Seq=1848 Ack=402 Win=30080 Len=0 TSval=3846272527 TSecr=20273143
   2570 53.252607      172.16.20.51          120.24.48.119         TLSv1.2  264    Application Data, Application Data, Application Data, Application Data
   2571 53.266827      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 44807 [ACK] Seq=1848 Ack=600 Win=31104 Len=0 TSval=3846272543 TSecr=20273149
   2572 53.268080      120.24.48.119         172.16.20.51          TLSv1.2  221    Application Data
   2573 53.268083      120.24.48.119         172.16.20.51          TLSv1.2  716    Application Data
   2574 53.277836      172.16.20.51          120.24.48.119         TCP      66     44807 → cvc_hostd(442) [ACK] Seq=600 Ack=2653 Win=96320 Len=0 TSval=20273151 TSecr=3846272543
   2575 53.286384      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   2576 53.286414      172.16.20.51          120.24.48.119         TCP      66     44807 → cvc_hostd(442) [FIN, ACK] Seq=631 Ack=2653 Win=96320 Len=0 TSval=20273152 TSecr=3846272543
   2577 53.300832      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 44807 [FIN, ACK] Seq=2653 Ack=631 Win=31104 Len=0 TSval=3846272577 TSecr=20273152
   2578 53.300834      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 44807 [ACK] Seq=2654 Ack=632 Win=31104 Len=0 TSval=3846272577 TSecr=20273152
   2579 53.305867      172.16.20.51          120.24.48.119         TCP      66     44807 → cvc_hostd(442) [ACK] Seq=632 Ack=2654 Win=96320 Len=0 TSval=20273154 TSecr=3846272577
   2580 53.560337      172.16.20.51          120.24.48.119         TCP      74     41032 → cvc_hostd(442) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20273180 TSecr=0 WS=64
   2581 53.583783      120.24.48.119         172.16.20.51          TCP      74     cvc_hostd(442) → 41032 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846272855 TSecr=20273180 WS=128
   2582 53.585307      172.16.20.51          120.24.48.119         TCP      66     41032 → cvc_hostd(442) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20273182 TSecr=3846272855
   2583 53.589163      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   2584 53.613423      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 41032 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846272884 TSecr=20273182
   2585 53.615306      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   2586 53.615312      120.24.48.119         172.16.20.51          TLSv1.2  345    Server Key Exchange, Server Hello Done
   2587 53.616786      172.16.20.51          120.24.48.119         TCP      66     41032 → cvc_hostd(442) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20273185 TSecr=3846272886
   2588 53.616950      172.16.20.51          120.24.48.119         TCP      66     41032 → cvc_hostd(442) [ACK] Seq=223 Ack=1728 Win=93440 Len=0 TSval=20273185 TSecr=3846272886
   2589 53.647857      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   2590 53.672838      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   2591 53.672841      120.24.48.119         172.16.20.51          TLSv1.2  135    Application Data
   2592 53.683742      172.16.20.51          120.24.48.119         TLSv1.2  119    Application Data
   2593 53.748192      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 41032 [ACK] Seq=1848 Ack=402 Win=30080 Len=0 TSval=3846273019 TSecr=20273192
   2594 53.749930      172.16.20.51          120.24.48.119         TLSv1.2  264    Application Data, Application Data, Application Data, Application Data
   2595 53.773854      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 41032 [ACK] Seq=1848 Ack=600 Win=31104 Len=0 TSval=3846273045 TSecr=20273199
   2596 53.773858      120.24.48.119         172.16.20.51          TLSv1.2  221    Application Data
   2597 53.773860      120.24.48.119         172.16.20.51          TLSv1.2  716    Application Data
   2598 53.785206      172.16.20.51          120.24.48.119         TCP      66     41032 → cvc_hostd(442) [ACK] Seq=600 Ack=2653 Win=96320 Len=0 TSval=20273202 TSecr=3846273045
   2599 53.788308      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   2600 53.788466      172.16.20.51          120.24.48.119         TCP      66     41032 → cvc_hostd(442) [FIN, ACK] Seq=631 Ack=2653 Win=96320 Len=0 TSval=20273202 TSecr=3846273045
   2601 53.811813      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 41032 [FIN, ACK] Seq=2653 Ack=631 Win=31104 Len=0 TSval=3846273083 TSecr=20273202
   2602 53.812822      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 41032 [ACK] Seq=2654 Ack=632 Win=31104 Len=0 TSval=3846273083 TSecr=20273202
   2603 53.813189      172.16.20.51          120.24.48.119         TCP      66     41032 → cvc_hostd(442) [ACK] Seq=632 Ack=2654 Win=96320 Len=0 TSval=20273205 TSecr=3846273083
   2604 54.080275      172.16.20.51          120.24.48.119         TCP      74     48459 → cvc_hostd(442) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20273232 TSecr=0 WS=64
   2605 54.094919      120.24.48.119         172.16.20.51          TCP      74     cvc_hostd(442) → 48459 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846273370 TSecr=20273232 WS=128
   2606 54.096727      172.16.20.51          120.24.48.119         TCP      66     48459 → cvc_hostd(442) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20273233 TSecr=3846273370
   2607 54.113601      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   2608 54.129873      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   2609 54.129882      120.24.48.119         172.16.20.51          TLSv1.2  345    Server Key Exchange, Server Hello Done
   2610 54.130581      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 48459 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846273404 TSecr=20273235
   2611 54.132282      172.16.20.51          120.24.48.119         TCP      66     48459 → cvc_hostd(442) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20273237 TSecr=3846273406
   2612 54.132294      172.16.20.51          120.24.48.119         TCP      66     48459 → cvc_hostd(442) [ACK] Seq=223 Ack=1728 Win=93440 Len=0 TSval=20273237 TSecr=3846273406
   2613 54.134045      172.16.20.51          120.24.48.119         TCP      66     [TCP Dup ACK 2612#1] 48459 → cvc_hostd(442) [ACK] Seq=223 Ack=1728 Win=93440 Len=0 TSval=20273237 TSecr=3846273406
   2614 54.194211      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   2615 54.208937      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   2616 54.208941      120.24.48.119         172.16.20.51          TLSv1.2  135    Application Data
   2617 54.212883      172.16.20.51          120.24.48.119         TCP      66     48459 → cvc_hostd(442) [ACK] Seq=349 Ack=1779 Win=93440 Len=0 TSval=20273245 TSecr=3846273485
   2618 54.212987      172.16.20.51          120.24.48.119         TCP      66     48459 → cvc_hostd(442) [ACK] Seq=349 Ack=1848 Win=93440 Len=0 TSval=20273245 TSecr=3846273485
   2619 54.215674      172.16.20.51          120.24.48.119         TLSv1.2  119    Application Data
   2620 54.270193      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 48459 [ACK] Seq=1848 Ack=402 Win=30080 Len=0 TSval=3846273546 TSecr=20273245
   2621 54.272034      172.16.20.51          120.24.48.119         TLSv1.2  264    Application Data, Application Data, Application Data, Application Data
   2622 54.286843      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 48459 [ACK] Seq=1848 Ack=600 Win=31104 Len=0 TSval=3846273562 TSecr=20273251
   2623 54.286846      120.24.48.119         172.16.20.51          TLSv1.2  221    Application Data
   2624 54.286847      120.24.48.119         172.16.20.51          TLSv1.2  716    Application Data
   2625 54.301881      172.16.20.51          120.24.48.119         TCP      66     48459 → cvc_hostd(442) [ACK] Seq=600 Ack=2653 Win=96320 Len=0 TSval=20273254 TSecr=3846273563
   2626 54.304743      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   2627 54.304757      172.16.20.51          120.24.48.119         TCP      66     48459 → cvc_hostd(442) [FIN, ACK] Seq=631 Ack=2653 Win=96320 Len=0 TSval=20273254 TSecr=3846273563
   2628 54.319818      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 48459 [FIN, ACK] Seq=2653 Ack=631 Win=31104 Len=0 TSval=3846273595 TSecr=20273254
   2629 54.319823      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 48459 [ACK] Seq=2654 Ack=632 Win=31104 Len=0 TSval=3846273595 TSecr=20273254
   2630 54.321480      172.16.20.51          120.24.48.119         TCP      66     48459 → cvc_hostd(442) [ACK] Seq=632 Ack=2654 Win=96320 Len=0 TSval=20273256 TSecr=3846273595
   2631 54.553849      172.16.20.51          120.24.48.119         TCP      74     41569 → cvc_hostd(442) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20273279 TSecr=0 WS=64
   2632 54.572953      120.24.48.119         172.16.20.51          TCP      74     cvc_hostd(442) → 41569 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846273844 TSecr=20273279 WS=128
   2633 54.574373      172.16.20.51          120.24.48.119         TCP      66     41569 → cvc_hostd(442) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20273281 TSecr=3846273844
   2634 54.578456      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   2635 54.599205      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 41569 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846273869 TSecr=20273281
   2636 54.599841      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   2637 54.599844      120.24.48.119         172.16.20.51          TLSv1.2  345    Server Key Exchange, Server Hello Done
   2638 54.604396      172.16.20.51          120.24.48.119         TCP      66     41569 → cvc_hostd(442) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20273284 TSecr=3846273870
